ＩＨＩ建材工業,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＨＩトレーディング,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＨＩプラント建設,,,10,名詞,固有名詞,組織,,*,*,,,
アイエス,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＳ,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・エス・イー,,,10,名詞,固有名詞,組織,,*,*,,,
アイエスエイ,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・エス・エックス,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＳエンジニアリング,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＳエンジニアリング,,,10,名詞,固有名詞,組織,,*,*,,,
アイエスケー,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＳＫ,,,10,名詞,固有名詞,組織,,*,*,,,
アイエスコーポレーション,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＳ工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・エス・ティ,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＳＴソフトウェア,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・エス・ディ,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・エス・ブレーン,,,10,名詞,固有名詞,組織,,*,*,,,
アイエックス・ナレッジ,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・エヌ・ジー,,,10,名詞,固有名詞,組織,,*,*,,,
　アイ・エヌ・ジ−,,,10,名詞,固有名詞,組織,,*,*,,,
ｉＮＤ,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・エム,,,10,名詞,固有名詞,組織,,*,*,,,
アイエム,,,10,名詞,固有名詞,組織,,*,*,,,
アイエムアイ,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＭＫ,,,10,名詞,固有名詞,組織,,*,*,,,
アイエム電機製作所,,,10,名詞,固有名詞,組織,,*,*,,,
アイエム電子,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・エル・シー,,,10,名詞,固有名詞,組織,,*,*,,,
　アイオー精密,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・オー・データ機器,,,10,名詞,固有名詞,組織,,*,*,,,
相生設計,,,10,名詞,固有名詞,組織,,*,*,,,
相生電子,,,10,名詞,固有名詞,組織,,*,*,,,
相川建設,,,10,名詞,固有名詞,組織,,*,*,,,
相川プレス工業,,,10,名詞,固有名詞,組織,,*,*,,,
愛河調査設計,,,10,名詞,固有名詞,組織,,*,*,,,
アイガ電子工業,,,10,名詞,固有名詞,組織,,*,*,,,
逢鹿パーツ工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイキ,,,10,名詞,固有名詞,組織,,*,*,,,
アイギ工業,,,10,名詞,固有名詞,組織,,*,*,,,
愛岐工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイクレックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイグラフィックス,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＫＣ,,,10,名詞,固有名詞,組織,,*,*,,,
アイケーディ,,,10,名詞,固有名詞,組織,,*,*,,,
アイケー電機,,,10,名詞,固有名詞,組織,,*,*,,,
アイケーメタル,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＫＫ東北,,,10,名詞,固有名詞,組織,,*,*,,,
愛研,,,10,名詞,固有名詞,組織,,*,*,,,
アイケン,,,10,名詞,固有名詞,組織,,*,*,,,
愛建,,,10,名詞,固有名詞,組織,,*,*,,,
アイケン商会,,,10,名詞,固有名詞,組織,,*,*,,,
愛建電工,,,10,名詞,固有名詞,組織,,*,*,,,
アイコー,,,10,名詞,固有名詞,組織,,*,*,,,
アイコー,,,10,名詞,固有名詞,組織,,*,*,,,
アイコーシステム,,,10,名詞,固有名詞,組織,,*,*,,,
愛光,,,10,名詞,固有名詞,組織,,*,*,,,
愛工機器製作所,,,10,名詞,固有名詞,組織,,*,*,,,
愛工業,,,10,名詞,固有名詞,組織,,*,*,,,
愛光産業,,,10,名詞,固有名詞,組織,,*,*,,,
愛鋼商会,,,10,名詞,固有名詞,組織,,*,*,,,
アイコウ電設,,,10,名詞,固有名詞,組織,,*,*,,,
愛光プラスチック加工所,,,10,名詞,固有名詞,組織,,*,*,,,
アイコム,,,10,名詞,固有名詞,組織,,*,*,,,
アイコム,,,10,名詞,固有名詞,組織,,*,*,,,
アイコム,,,10,名詞,固有名詞,組織,,*,*,,,
アイコムシステック,,,10,名詞,固有名詞,組織,,*,*,,,
アイコム情報機器,,,10,名詞,固有名詞,組織,,*,*,,,
アイコムソフト,,,10,名詞,固有名詞,組織,,*,*,,,
　愛互通信,,,10,名詞,固有名詞,組織,,*,*,,,
アイサン建設,,,10,名詞,固有名詞,組織,,*,*,,,
Ａｉｚａｋｉ,,,10,名詞,固有名詞,組織,,*,*,,,
アイザック,,,10,名詞,固有名詞,組織,,*,*,,,
アイザックビジネスコーポレーション,,,10,名詞,固有名詞,組織,,*,*,,,
アイザック・ユー,,,10,名詞,固有名詞,組織,,*,*,,,
アイザワ,,,10,名詞,固有名詞,組織,,*,*,,,
會澤高圧コンクリート,,,10,名詞,固有名詞,組織,,*,*,,,
會澤高圧コンクリート,,,10,名詞,固有名詞,組織,,*,*,,,
会沢工業所,,,10,名詞,固有名詞,組織,,*,*,,,
相澤製作所,,,10,名詞,固有名詞,組織,,*,*,,,
相澤電気工事,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＣＲテクノロジー,,,10,名詞,固有名詞,組織,,*,*,,,
アイシーシー・サービスセンター,,,10,名詞,固有名詞,組織,,*,*,,,
アイシーテクノ,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・シイ・エス,,,10,名詞,固有名詞,組織,,*,*,,,
アイシイ産業,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＣＴフィールドサポート,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・シグナル,,,10,名詞,固有名詞,組織,,*,*,,,
アイシステム,,,10,名詞,固有名詞,組織,,*,*,,,
アイシステム,,,10,名詞,固有名詞,組織,,*,*,,,
アイシャル,,,10,名詞,固有名詞,組織,,*,*,,,
愛商,,,10,名詞,固有名詞,組織,,*,*,,,
愛商,,,10,名詞,固有名詞,組織,,*,*,,,
あい商事,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン・エィ・ダブリュ,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン開発,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン九州,,,10,名詞,固有名詞,組織,,*,*,,,
アイシンク,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン精機,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン高丘,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン電子工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイシン電装,,,10,名詞,固有名詞,組織,,*,*,,,
愛信堂,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・ジー・スクウェア,,,10,名詞,固有名詞,組織,,*,*,,,
　アイジェクト,,,10,名詞,固有名詞,組織,,*,*,,,
アイ情報設備,,,10,名詞,固有名詞,組織,,*,*,,,
アイ精機,,,10,名詞,固有名詞,組織,,*,*,,,
アイセイ社,,,10,名詞,固有名詞,組織,,*,*,,,
アイセス,,,10,名詞,固有名詞,組織,,*,*,,,
アイセブン,,,10,名詞,固有名詞,組織,,*,*,,,
アイセル,,,10,名詞,固有名詞,組織,,*,*,,,
愛装塗工店,,,10,名詞,固有名詞,組織,,*,*,,,
アイソテック,,,10,名詞,固有名詞,組織,,*,*,,,
アイソプラ,,,10,名詞,固有名詞,組織,,*,*,,,
相田商会,,,10,名詞,固有名詞,組織,,*,*,,,
アイタック,,,10,名詞,固有名詞,組織,,*,*,,,
相田木材,,,10,名詞,固有名詞,組織,,*,*,,,
アイダエンジニアリング,,,10,名詞,固有名詞,組織,,*,*,,,
英田エンジニアリング,,,10,名詞,固有名詞,組織,,*,*,,,
アイダック,,,10,名詞,固有名詞,組織,,*,*,,,
会田電業,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＷＳイワサキシール,,,10,名詞,固有名詞,組織,,*,*,,,
愛知,,,10,名詞,固有名詞,組織,,*,*,,,
愛知印刷工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイチエレック,,,10,名詞,固有名詞,組織,,*,*,,,
愛知海運産業,,,10,名詞,固有名詞,組織,,*,*,,,
アイチケン,,,10,名詞,固有名詞,組織,,*,*,,,
アイチ建運,,,10,名詞,固有名詞,組織,,*,*,,,
ＴＯＭＯ工務店,,,10,名詞,固有名詞,組織,,*,*,,,
愛知産業,,,10,名詞,固有名詞,組織,,*,*,,,
愛知商店,,,10,名詞,固有名詞,組織,,*,*,,,
アイチ信和,,,10,名詞,固有名詞,組織,,*,*,,,
アイチ情報システム,,,10,名詞,固有名詞,組織,,*,*,,,
愛知スチール,,,10,名詞,固有名詞,組織,,*,*,,,
愛知製鋼,,,10,名詞,固有名詞,組織,,*,*,,,
愛知精密工業,,,10,名詞,固有名詞,組織,,*,*,,,
愛知太平洋建販,,,10,名詞,固有名詞,組織,,*,*,,,
アイチ・テザック,,,10,名詞,固有名詞,組織,,*,*,,,
愛知電機,,,10,名詞,固有名詞,組織,,*,*,,,
愛知電工,,,10,名詞,固有名詞,組織,,*,*,,,
愛知時計電機,,,10,名詞,固有名詞,組織,,*,*,,,
愛知ベース工業,,,10,名詞,固有名詞,組織,,*,*,,,
愛知防錆,,,10,名詞,固有名詞,組織,,*,*,,,
愛知マドコン,,,10,名詞,固有名詞,組織,,*,*,,,
愛知陸運,,,10,名詞,固有名詞,組織,,*,*,,,
会津ゴム工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイティーアイ,,,10,名詞,固有名詞,組織,,*,*,,,
アイティーアスト,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＴＳコア,,,10,名詞,固有名詞,組織,,*,*,,,
アイティーエックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・ティー図子,,,10,名詞,固有名詞,組織,,*,*,,,
アイティーソフト,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＴＷジャパン,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＴＴ産業,,,10,名詞,固有名詞,組織,,*,*,,,
アイティアクセス,,,10,名詞,固有名詞,組織,,*,*,,,
アイティ・イット,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＴＨ−ジャパン,,,10,名詞,固有名詞,組織,,*,*,,,
アイティエス,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＴＭＡ,,,10,名詞,固有名詞,組織,,*,*,,,
アイティシー,,,10,名詞,固有名詞,組織,,*,*,,,
アイティックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイティ通信,,,10,名詞,固有名詞,組織,,*,*,,,
アイティティキャノン,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＴ働楽研究所,,,10,名詞,固有名詞,組織,,*,*,,,
アイティフォーム,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＴワークス,,,10,名詞,固有名詞,組織,,*,*,,,
アイテクス,,,10,名詞,固有名詞,組織,,*,*,,,
アイテクノ矢嶋,,,10,名詞,固有名詞,組織,,*,*,,,
アイテス,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック,,,10,名詞,固有名詞,組織,,*,*,,,
ｉ−ＴＥＣ,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・テック,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック・ツリタニ,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック佐世保,,,10,名詞,固有名詞,組織,,*,*,,,
アイテックシステム,,,10,名詞,固有名詞,組織,,*,*,,,
アイテックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイテック阪急阪神,,,10,名詞,固有名詞,組織,,*,*,,,
アイテックムラモト,,,10,名詞,固有名詞,組織,,*,*,,,
アイテツ,,,10,名詞,固有名詞,組織,,*,*,,,
アイテム,,,10,名詞,固有名詞,組織,,*,*,,,
アイテム・ジャパン,,,10,名詞,固有名詞,組織,,*,*,,,
あいテレビ,,,10,名詞,固有名詞,組織,,*,*,,,
アイディアンドプライマリー,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＤＸ,,,10,名詞,固有名詞,組織,,*,*,,,
アイディ産業,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＤＥＣ,,,10,名詞,固有名詞,組織,,*,*,,,
アイデック,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＤＥＣ　ＡＵＴＯ−ＩＤ　ＳＯＬＵＴＩＯＮＳ,,,10,名詞,固有名詞,組織,,*,*,,,
アイデックス,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＤＥＣファクトリーソリューションズ,,,10,名詞,固有名詞,組織,,*,*,,,
アイデン,,,10,名詞,固有名詞,組織,,*,*,,,
アイ電気通信,,,10,名詞,固有名詞,組織,,*,*,,,
愛電商事,,,10,名詞,固有名詞,組織,,*,*,,,
アイトム建設,,,10,名詞,固有名詞,組織,,*,*,,,
アイニックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイネス,,,10,名詞,固有名詞,組織,,*,*,,,
アイネックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイネット,,,10,名詞,固有名詞,組織,,*,*,,,
アイネット,,,10,名詞,固有名詞,組織,,*,*,,,
アイネット,,,10,名詞,固有名詞,組織,,*,*,,,
あいはら,,,10,名詞,固有名詞,組織,,*,*,,,
アイハラ,,,10,名詞,固有名詞,組織,,*,*,,,
相場商店,,,10,名詞,固有名詞,組織,,*,*,,,
アイパックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイパックスイケタニ,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・ビー・エス・ジャパン,,,10,名詞,固有名詞,組織,,*,*,,,
アイビーシー岩手放送,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＢＪＬ東芝リース,,,10,名詞,固有名詞,組織,,*,*,,,
アイビー防水,,,10,名詞,固有名詞,組織,,*,*,,,
アイビス,,,10,名詞,固有名詞,組織,,*,*,,,
アイビスジャパン,,,10,名詞,固有名詞,組織,,*,*,,,
アイビックス,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＰＧフォトニクスジャパン,,,10,名詞,固有名詞,組織,,*,*,,,
アイピー２１,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・ピー・ピー,,,10,名詞,固有名詞,組織,,*,*,,,
ＩＰＤロジスティクス,,,10,名詞,固有名詞,組織,,*,*,,,
アイファイジャパン,,,10,名詞,固有名詞,組織,,*,*,,,
アイフィット,,,10,名詞,固有名詞,組織,,*,*,,,
アイフォーコム東京,,,10,名詞,固有名詞,組織,,*,*,,,
アイプラスト,,,10,名詞,固有名詞,組織,,*,*,,,
アイプラネット,,,10,名詞,固有名詞,組織,,*,*,,,
アイベックステクノロジー,,,10,名詞,固有名詞,組織,,*,*,,,
アイペック,,,10,名詞,固有名詞,組織,,*,*,,,
アイホーム,,,10,名詞,固有名詞,組織,,*,*,,,
アイホウ,,,10,名詞,固有名詞,組織,,*,*,,,
愛豊重機,,,10,名詞,固有名詞,組織,,*,*,,,
愛北鋼業,,,10,名詞,固有名詞,組織,,*,*,,,
アイホン,,,10,名詞,固有名詞,組織,,*,*,,,
アイマー,,,10,名詞,固有名詞,組織,,*,*,,,
相見砲金工場,,,10,名詞,固有名詞,組織,,*,*,,,
アイム,,,10,名詞,固有名詞,組織,,*,*,,,
アイム,,,10,名詞,固有名詞,組織,,*,*,,,
アイム商会,,,10,名詞,固有名詞,組織,,*,*,,,
アイムス,,,10,名詞,固有名詞,組織,,*,*,,,
アイムズ,,,10,名詞,固有名詞,組織,,*,*,,,
アイム製作所,,,10,名詞,固有名詞,組織,,*,*,,,
アイメックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイメックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・メックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイメット,,,10,名詞,固有名詞,組織,,*,*,,,
アイ・メデックス,,,10,名詞,固有名詞,組織,,*,*,,,
愛木舎,,,10,名詞,固有名詞,組織,,*,*,,,
あいや,,,10,名詞,固有名詞,組織,,*,*,,,
愛洋産業,,,10,名詞,固有名詞,組織,,*,*,,,
アイラ工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイラックニシカワ,,,10,名詞,固有名詞,組織,,*,*,,,
アイラビット,,,10,名詞,固有名詞,組織,,*,*,,,
アイランドプランニング,,,10,名詞,固有名詞,組織,,*,*,,,
アイリスオーヤマ,,,10,名詞,固有名詞,組織,,*,*,,,
アイレス電子工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイレック技建,,,10,名詞,固有名詞,組織,,*,*,,,
アイレックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイレックス,,,10,名詞,固有名詞,組織,,*,*,,,
アイロップ,,,10,名詞,固有名詞,組織,,*,*,,,
アイワークシステムズ,,,10,名詞,固有名詞,組織,,*,*,,,
アイワ　コーポ,,,10,名詞,固有名詞,組織,,*,*,,,
アイワ工業,,,10,名詞,固有名詞,組織,,*,*,,,
アイワ産業,,,10,名詞,固有名詞,組織,,*,*,,,
アイワテック,,,10,名詞,固有名詞,組織,,*,*,,,
アイワテック,,,10,名詞,固有名詞,組織,,*,*,,,
愛和電気,,,10,名詞,固有名詞,組織,,*,*,,,
アイワ電設開発,,,10,名詞,固有名詞,組織,,*,*,,,
アイン,,,10,名詞,固有名詞,組織,,*,*,,,
アインズ,,,10,名詞,固有名詞,組織,,*,*,,,
アウトウォーター,,,10,名詞,固有名詞,組織,,*,*,,,
アウトソーシング,,,10,名詞,固有名詞,組織,,*,*,,,
アウトソーシングテクノロジー,,,10,名詞,固有名詞,組織,,*,*,,,
アエラジャパン,,,10,名詞,固有名詞,組織,,*,*,,,
アオイ,,,10,名詞,固有名詞,組織,,*,*,,,
葵,,,10,名詞,固有名詞,組織,,*,*,,,
ＡＯＩ,,,10,名詞,固有名詞,組織,,*,*,,,
葵開発,,,10,名詞,固有名詞,組織,,*,*,,,
蒼企画,,,10,名詞,固有名詞,組織,,*,*,,,
アオイ機工,,,10,名詞,固有名詞,組織,,*,*,,,
葵筐体,,,10,名詞,固有名詞,組織,,*,*,,,
葵工業,,,10,名詞,固有名詞,組織,,*,*,,,
アオイ工販,,,10,名詞,固有名詞,組織,,*,*,,,
青井黒板製作所,,,10,名詞,固有名詞,組織,,*,*,,,
アオイ産業,,,10,名詞,固有名詞,組織,,*,*,,,
葵商会,,,10,名詞,固有名詞,組織,,*,*,,,
青井商店,,,10,名詞,固有名詞,組織,,*,*,,,
葵商店,,,10,名詞,固有名詞,組織,,*,*,,,
葵スプリング,,,10,名詞,固有名詞,組織,,*,*,,,
葵精機,,,10,名詞,固有名詞,組織,,*,*,,,
葵精螺製作所,,,10,名詞,固有名詞,組織,,*,*,,,
葵通信工業所,,,10,名詞,固有名詞,組織,,*,*,,,
アオイテック,,,10,名詞,固有名詞,組織,,*,*,,,
アオイテック,,,10,名詞,固有名詞,組織,,*,*,,,
葵電気工業,,,10,名詞,固有名詞,組織,,*,*,,,
アオイ電子,,,10,名詞,固有名詞,組織,,*,*,,,
あおい電子工業,,,10,名詞,固有名詞,組織,,*,*,,,
アオイネオン,,,10,名詞,固有名詞,組織,,*,*,,,
アオイプラスチック工業,,,10,名詞,固有名詞,組織,,*,*,,,
アオエテック,,,10,名詞,固有名詞,組織,,*,*,,,
アオキ,,,10,名詞,固有名詞,組織,,*,*,,,
ＡＯＫＩ,,,10,名詞,固有名詞,組織,,*,*,,,
アオキ,,,10,名詞,固有名詞,組織,,*,*,,,
アオキエンジニア,,,10,名詞,固有名詞,組織,,*,*,,,
