ア,212715,株式会社アーサー,134-0083,東京都江戸川区中葛西３丁目８番１８号リオ・グランデ２０１号室,2019/06/26,http://www.kingarthur.co.jp/
ア,228699,株式会社アース,431-3112,静岡県浜松市東区大島町１４４３番地の２,2018/11/22,
ア,100204,株式会社アース機械設計,257-0004,神奈川県秦野市下大槻１９１−２,2019/08/16,http://www.earth-3d.jp
ア,111192,株式会社アーチ,135-0042,東京都江東区木場５−８−４０　東京パークサイドビル２階,2019/02/23,http://www.arch.co.jp
ア,223429,株式会社アーツコンサルタント,171-0022,東京都豊島区南池袋２−１３−８,2018/08/01,http://www.artscon.com
ア,504380,株式会社アーデントスタッフ,221-0835,神奈川県横浜市神奈川区鶴屋町３丁目３２番地１３,2017/09/30,http://www.ardent-staff.com
ア,111211,株式会社アート技研,410-0804,静岡県沼津市西条町５０,2017/06/24,
ア,127264,株式会社アート技研,183-0023,東京都府中市宮町１−３４−２　サンスクエアビル２Ｆ,2018/07/24,http://www.artgiken.jp
ア,213986,アートクリーンサービス株式会社,287-0003,千葉県香取市佐原イ３１−５,2019/02/02,
ア,226788,株式会社アート建装,151-0072,東京都渋谷区幡ケ谷１−２０−１１ＡＲＴ−Ⅱ,2017/06/01,
ア,225843,株式会社アート建築,007-0837,北海道札幌市東区北３７条東２８丁目６番１号,2019/08/01,
ア,225296,アート工業株式会社,060-0032,北海道札幌市中央区北二条東十一丁目２３番１２号,2019/06/01,
ア,212036,アート産業株式会社,595-0062,大阪府泉大津市田中町５番２５号,2018/02/16,
ア,111943,株式会社アート宣伝,577-0063,東大阪市川俣１−９−４５,2018/09/07,
ア,120685,株式会社アートテクノロジー,916-0037,福井県鯖江市上河端町６−１−３３,2017/12/02,http://www.art-tec.co.jp
ア,129472,株式会社アートテック,998-0828,山形県酒田市あきほ町６６４−１,2018/06/05,http://t-arttec.jimdo.com/
ア,212512,株式会社アートテック,581-0039,大阪府八尾市太田新町７丁目１３３番地,2019/03/06,http://www.e-arttech.co.jp
ア,100300,株式会社アート電子,745-0806,山口県周南市桜木１−３−３０,2016/09/13,
ア,101615,株式会社アート電子,593-8327,堺市西区鳳中町１０−１６−１５,2019/08/07,http://www.artdenshi.co.jp
ア,121389,アート電子株式会社,433-8104,静岡県浜松市北区東三方町２３−５,2017/06/03,http://www.art-denshi.co.jp
ア,125678,アートビーム有限会社,192-0042,東京都八王子市中野山王１−６−１４,2017/07/21,http://www.artbeam.co.jp
ア,211971,株式会社アートフロンティア,150-0001,東京都渋谷区神宮前６−２３−１１Ｊ・ＳＩＸビル５Ｆ,2018/01/10,
ア,226351,株式会社アートブレイン,566-0072,大阪府摂津市鳥飼西２丁目１２番１号,2020/02/01,
ア,103584,アーネスト工業株式会社,373-0815,群馬県太田市東別所町２２３,2018/01/26,
ア,129818,有限会社アーネットコーポレーション,107-0052,東京都港区赤坂６−１９−４０　秀和赤坂レジデンス３０４,2019/03/15,
ア,125696,株式会社アーバン,164-0002,東京都中野区上高田４−３１−１０,2017/07/29,http://www.kkurban.co.jp
ア,504356,アーバン・コーポレーション株式会社,220-0004,神奈川県横浜市西区北幸２−９−４０　銀洋ビル２Ｆ,2017/06/09,http://www.urban-web.co.jp
ア,503900,株式会社アーバンオフィス,812-0013,福岡県福岡市博多区博多駅東２丁目５−１　アーバンネット博多ビル４階,2018/02/01,http://www.urbanoffice.org
ア,211432,株式会社アーバン黒岡工業,168-0072,東京都杉並区高井戸東２−３０,2019/11/04,http://u-kurooka.co.jp/
ア,212333,株式会社アーバン警備保障,060-0012,北海道札幌市中央区北１２条西２３丁目５番地ＳＤＣ北１２条ビル４Ｆ,2018/10/03,
ア,229616,アーバン建設株式会社,166-0011,東京都杉並区梅里２ー４０ー１８,2020/03/31,
ア,226482,株式会社アーバン造園,010-1633,秋田県秋田市新屋鳥木町１番４０号,2020/03/01,http://www4.ocn.ne.jp/~urban/
ア,213678,株式会社アーバンテクノ,160-0004,東京都新宿区四谷４−３１四谷ＴＳビル６Ｆ,2018/04/14,
ア,227221,有限会社アームワン,113-0022,東京都文京区千駄木三丁目３２−１２−３０２,2017/12/01,
ア,501100,株式会社アール・ケー・ケー・コンピューター・サービス,862-0976,熊本県熊本市中央区九品寺１丁目５番１１号,2018/12/08,http://www.rkkcs.co.jp
ア,228072,アール・ビー工装株式会社,162-0056,東京都新宿区若松町３３番８号,2018/05/25,http://www.rb-kousou.co.jp
ア,100447,株式会社アール・アイ,101-0045,東京都千代田区神田鍛冶町３−５−８,2019/12/08,http://www.ri-ir.co.jp
ア,228620,株式会社アールアンドイー,059-0462,北海道登別市富浦町２２３番地１,2018/10/31,
ア,214199,有限会社アールアンドエー,004-0065,北海道札幌市厚別区厚別西５条４丁目５番３号,2019/05/24,
ア,121305,株式会社アールアンドケー,416-8577,静岡県富士市前田７２１−１,2020/03/07,http://www.rk-microwave.com/
ア,129775,株式会社ＲＥＣ,130-0012,東京都墨田区太平１−２３−４,2019/01/25,http://www.rec-j.co.jp/
ア,125734,株式会社アールエス,213-0026,川崎市高津区久末１５６６−１−１−４２３,2017/08/15,
ア,129374,アールエスコンポーネンツ株式会社,240-0005,神奈川県横浜市保土ヶ谷区神戸町１３４　横浜ビジネスパークウエストタワー１２階,2018/03/13,http://www.rs-components.com
ア,101059,株式会社ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,140-0014,東京都品川区大井１−２３−１　カクタビル４Ｆ,2018/02/13,http://www.rs-tec.jp
ア,504624,ＲＦルーカス株式会社,151-0073,東京都渋谷区笹塚２丁目１番１４号　スタープラザ笹塚３階,2020/01/19,http://rflocus.com/
ア,504201,株式会社　アールキャスト,661-0033,兵庫県南武庫之荘１丁目８−２６,2019/02/05,http://www.r-cast.co.jp/company/company.html
ア,500283,ＲＫＢ毎日放送株式会社,814-8585,福岡県福岡市早良区百道浜２丁目３番８号,2018/05/20,http://rkb.jp/
ア,213465,株式会社アール工房,351-0101,埼玉県和光市白子三丁目１８番１８号,2017/10/14,
ア,504445,アールジービー株式会社,812-0013,福岡県福岡市博多区博多駅東２丁目８番２２号　よしみビル３階,2018/07/09,http://www.rgbnt.com
ア,503449,株式会社　アールジーン,150-0002,東京都渋谷区渋谷　１−６−４　ｔｈｅ　Ｎｅａｔ　青山　５Ｆ,2019/08/13,http://www.r-gene.co.jp/
ア,501950,株式会社アール・ダブリュー・シー,151-0073,東京都渋谷区笹塚１−５４−７　ＫＳビル４Ｆ,2019/11/16,http://www.rwc.co.jp
ア,121477,アールテック株式会社,369-0114,埼玉県鴻巣市筑波２−２−２,2018/04/30,
ア,111138,アール電子株式会社,101-0021,東京都千代田区外神田２−８−９,2020/02/02,http://www.rdenshi.co.jp
ア,111076,アール・ビー・コントロールズ株式会社,920-0352,金沢市観音堂町ロ−７１,2018/07/11,http://www.rbcontrols.co.jp
ア,122083,株式会社アーレスティ,441-3114,愛知県豊橋市三弥町中原１−２,2019/03/19,http://www.ahresty.co.jp/
ア,111491,アァルピィ東プラ株式会社,564-0063,大阪府吹田市江坂町１−２０−２２,2018/04/10,http://www.rptopla.co.jp/
ア,501025,株式会社ＩＨＩ,135-8710,東京都江東区豊洲三丁目１番１号　豊洲ＩＨＩビル,2020/03/05,http://www.ihi.co.jp/
ア,129554,有限会社アイ　ミニモールド,660-0803,兵庫県尼崎市長洲本通１−９−１３,2018/09/16,
ア,212649,有限会社アイ．ディー．ティー,130-0014,東京都墨田区亀沢２−１８−２,2019/05/29,
ア,128782,アイ・イー・シー株式会社,319-1221,茨城県日立市大みか町１−１１−１０,2020/02/13,http://www.iecha.co.jp/
ア,227068,株式会社アイ・イー・シー,111-0052,東京都台東区柳橋１丁目３番１１号ＴＯＷＡビル,2017/09/01,www.iec-a.co.jp
ア,101644,アイ・エス・シー工業株式会社,655-0861,兵庫県神戸市垂水区下畑町神の脇４２９−１,2018/09/07,http://www.isc-kobe.co.jp
ア,214545,株式会社アイ・エス・ソリューション,101-0044,東京都千代田区鍛冶町２−２−２神田パークプラザ８階,2020/01/24,http://is-solution.com
ア,503483,株式会社アイ・エス・ビー,141-0032,東京都品川区大崎５−１−１１,2019/08/19,http://www.isb.co.jp/
ア,104691,株式会社アイ・エム・シー,372-0827,群馬県伊勢崎市八斗島町１６３０−８,2020/03/24,
ア,503742,アイ・エム・マムロ株式会社,999-5521,山形県最上郡真室川町大字大沢４１６０−３,2020/01/13,http://www.mamuro.co.jp
ア,127688,株式会社アイ・シー・ピー,254-0913,神奈川県平塚市万田１５２−１,2019/01/19,http://www.kk-icp.com
ア,103634,株式会社アイ・シー・ランド,103-0013,東京都中央区日本橋人形町３−３−６,2018/02/12,http://www.ic-lando.co.jp
ア,102029,アイ・システム株式会社,102-0074,東京都千代田区九段南４−８−１３　自動車会館ビル３階,2018/12/11,http://www.i-system.co.jp
ア,121027,株式会社アイ・テック,511-0854,三重県桑名市蓮花寺惣作４３１−１,2018/12/01,
ア,226414,株式会社アイ・テック,424-8510,静岡県静岡市清水区三保３８７番地７,2020/03/01,http://www.itec-c.co.jp
ア,221813,株式会社アイ・ディー・エフ,071-8154,北海道旭川市東鷹栖４線１０号３−１２,2019/07/01,http://www.idf.co.jp
ア,123846,アイ・ビー・テクノス株式会社,155-0033,東京都世田谷区代田３−３６−３,2019/05/06,http://www.ibtechnos.co.jp
ア,121172,株式会社アイアール,454-0857,名古屋市中川区明徳町３−２９,2019/03/27,
ア,501697,株式会社アイアールシー・データ・プロ・テクニカ,420-0804,静岡県静岡市葵区竜南二丁目１１番４３号,2019/03/29,http://www.ircd.co.jp/
ア,111319,株式会社Ｉ＆Ｓ　ＢＢＤＯ,104-6038,東京都中央区晴海１−８−１０　晴海トリトンスクエアＸ,2017/11/10,http://www.isbbdo.co.jp/
ア,211843,株式会社Ｉ＆Ｃ,542-0081,大阪府大阪市中央区南船場４−６−１０新東和ビル１Ｆ,2017/09/15,http://www.iandc-inc.jp
ア,125833,株式会社アイ・イー・シー,146-0095,東京都大田区多摩川１−３−４,2017/09/26,
ア,100992,アイウェーヴ株式会社,104-0031,東京都中央区京橋１−１１−８　西銀ＭＩＤビル４Ｆ,2018/01/19,http://www.i-waveco.com
ア,225941,アイエイ株式会社,481-0001,愛知県北名古屋市六ツ師町田１６４番地の２,2019/09/01,
ア,102824,株式会社アイエイシーコマース,106-0041,東京都港区麻布台１−４−３　エグゼクティブタワー麻布台７Ｆ,2019/10/10,http://www.iac-commerce.co.jp/
ア,100613,ＩＨＩ・東芝パワーシステム株式会社,235-8501,神奈川県横浜市磯子区新中原町１,2020/02/07,http://www.toshiba.co.jp
ア,212562,株式会社ＩＨＩインフラシステム,590-0097,大阪府堺市堺区大浜西町３,2019/04/03,http://www.ihi.co.jp/iis/
ア,126474,ＩＨＩ運搬機械株式会社,104-0044,東京都中央区明石町８−１　聖路加タワー,2018/01/17,http://www.iuk.co.jp
ア,229701,ＩＨＩ運搬機械株式会社,104-0044,東京都中央区明石町８番１号,2017/05/09,http://www.iuk.co.jp
ア,121008,株式会社ＩＨＩ回転機械,135-0062,東京都江東区東雲１−７−１２,2018/03/17,http://www.ihi.co.jp/icm
ア,100944,株式会社ＩＨＩ機械システム,108-0075,東京都港区港南２−１２−３２　ＳＯＵＴＨ　ＰＯＲＴ品川６Ｆ,2017/12/06,http://www.ihi.co.jp/ims/
ア,120730,株式会社ＩＨＩキャスティングス,196-8686,東京都昭島市拝島町３９７５−１８　ＩＨＩ昭島ビル３階,2017/12/24,http://www.ihi.co.jp/icc/
ア,112811,株式会社ＩＨＩ検査計測,140-0013,東京都品川区南大井６−２５−３,2018/10/23,http://www.iic-hq.co.jp
ア,222030,ＩＨＩ建材工業株式会社,130-0026,東京都墨田区両国二丁目１０番１４号,2019/11/01,http://www.ikk.co.jp
ア,224838,株式会社ＩＨＩトレーディング,100-0006,東京都千代田区有楽町１−１２−１,2019/04/01,http://www.ihi.co.jp/it/
ア,229074,ＩＨＩプラント建設株式会社,135-0061,東京都江東区豊洲三丁目一番一号豊洲ＩＨＩビル,2019/05/31,
ア,212586,株式会社アイエス,547-0035,大阪府大阪市平野区西脇３−８−５,2019/04/17,
ア,214004,株式会社ＩＳ,231-0033,神奈川県横浜市中区長者町２−５−１８ピアセントラル２０３号室,2019/02/16,
ア,121182,株式会社アイ・エス・イー,389-0206,長野県北佐久郡御代田町御代田４１０８−３３７,2019/04/03,http://www.ise-ho.co.jp/
ア,503263,株式会社アイエスエイ,160-0022,東京都新宿区新宿６−２４−１６,2018/10/15,http://www.isa-j.co.jp
ア,102374,アイ・エス・エックス株式会社,532-0033,大阪府大阪市淀川区新高５−８−２０,2019/02/26,http://www.isx.co.jp
ア,222024,ＩＳエンジニアリング株式会社,103-0013,東京都中央区日本橋人形町１丁目４番１０号,2019/11/01,
ア,224757,ＩＳエンジニアリング株式会社,103-0013,東京都中央区日本橋人形町１丁目４番１０号,2019/04/01,
ア,211094,アイエスケー株式会社,555-0012,大阪府大阪市西淀川区御幣島１−１６−１１,2019/04/27,http://www.isk.jp
ア,101853,株式会社ＩＳＫ,362-0801,埼玉県北足立郡伊奈町西小針６−３９,2017/09/28,http://www.co-isk.com
ア,213044,株式会社アイエスコーポレーション,168-0074,東京都杉並区上高井戸１−８−２０第一島田ビル４０１,2020/02/12,http://www.iscorporation.jp/
ア,214084,ＩＳ工業株式会社,567-0055,大阪府茨木市宿川原町３−１６,2019/03/22,
ア,503741,株式会社アイ・エス・ティ,171-0042,東京都豊島区高松１−１０−２　ＮＨ西池袋ビル７階,2020/01/13,http://www.istinc.co.jp/
ア,113510,株式会社ＩＳＴソフトウェア,144-8721,東京都大田区蒲田５−３７−１,2017/08/29,http://www.ist-software.co.jp
ア,121812,株式会社アイ・エス・ディ,801-0856,福岡県北九州市門司区浜町１−３１,2018/06/09,
ア,103731,株式会社アイ・エス・ブレーン,103-0007,東京都中央区日本橋浜町１−２−８　日本橋ＢＮＫビル２Ｆ,2018/03/25,http://www.chnsys.co.jp/
ア,101817,アイエックス・ナレッジ株式会社,108-0022,東京都港区海岸３−２２−２３　ＭＳＣセンタ−ビル,2018/10/22,http://www.ikic.co.jp/
ア,210485,株式会社アイ・エヌ・ジー,498-0803,三重県桑名郡木曽岬町和泉２７９−１,2018/08/12,http://www.e-ing.org
ア,501399,株式会社　アイ・エヌ・ジ−,553-0003,大阪府大阪市福島区福島７−１７−９,2018/10/06,http://www.ing-osk.com/
ア,503279,株式会社ｉＮＤ,103-0025,東京都中央区日本橋茅場町２−１３−１３　共同ビル（茅場町２丁目）７Ｆ,2018/11/12,http://www.i-netd.co.jp/index.htm
ア,211750,株式会社アイ・エム,448-0853,愛知県刈谷市高松町２−１１−１,2017/07/08,http://www.im-metalworks.co.jp
ア,214135,有限会社アイエム,733-0871,広島県広島市西区高須３丁目１−８−２０１,2019/04/12,
ア,121345,株式会社アイエムアイ,370-2452,群馬県富岡市一ノ宮８８０−１,2020/03/14,http://www.imijp.com/
ア,212841,ＩＭＫ株式会社,920-8204,石川県金沢市戸水二丁目２４番地,2019/09/25,
ア,129498,株式会社アイエム電機製作所,510-0814,三重県四日市市清水町２−１０,2018/07/09,
ア,111072,アイエム電子株式会社,680-0008,鳥取県鳥取市山城町６−４０,2017/10/31,http://www.imenet.co.jp
ア,111136,株式会社アイ・エル・シー,732-0824,広島市南区的場町１−３−６,2019/10/16,http://www.ilc.co.jp
ア,501016,株式会社　アイオー精密,025-0015,岩手県花巻市東十二丁目第１９地割１０番地４,2018/03/24,http://www.aio-precision.co.jp/
ア,111055,株式会社アイ・オー・データ機器,920-8512,金沢市桜田町３−１０,2017/09/04,http://www.iodata.jp
ア,101411,相生設計株式会社,679-4017,兵庫県たつの市揖西町土師１−８１,2018/06/13,http://www.aioisekkei.co.jp/
ア,123885,相生電子株式会社,773-0008,徳島県小松島市田野町字月ノ輪１０７−１,2019/05/21,http://www.aioidenshi.jp
ア,210654,相川建設株式会社,277-0832,千葉県柏市北柏２丁目２０番地の９,2018/10/28,
ア,121832,株式会社相川プレス工業,402-0032,山梨県都留市鹿留１０６１,2018/06/13,http://www.aikawanetw.co.jp/
ア,213148,株式会社愛河調査設計,457-0074,愛知県名古屋市南区本地通６丁目８ー１,2020/03/25,http://www.aiga-cc.co.jp
ア,111169,アイガ電子工業株式会社,316-0013,茨城県日立市千石町３−１７−１５,2019/07/02,http://www.aiga.co.jp
ア,129909,逢鹿パーツ工業株式会社,316-0013,茨城県日立市千石町３−１７−１５,2019/04/09,http://www.aiga.co.jp/
ア,213104,株式会社アイキ,468-0061,愛知県名古屋市天日区八事天道９１３,2020/03/05,http://www.aiki2001.jp/
ア,100370,アイギ工業株式会社,467-0047,愛知県名古屋市瑞穂区日向町２−１３,2016/10/04,http://www.aigi-kg.co.jp/
ア,154031,愛岐工業株式会社,509-7201,岐阜県恵那市大井町２０８７−１０,2020/03/25,
ア,121416,アイクレックス株式会社,350-1331,埼玉県狭山市新狭山１−１１−１９,2018/04/10,http://www.icrex.co.jp
ア,101876,アイグラフィックス株式会社,130-0013,東京都墨田区錦糸３−２−１　アルカイースト１２Ｆ,2018/11/07,http://www.eyegraphics.co.jp/
ア,212223,株式会社ＩＫＣ,554-0051,大阪府大阪市此花区酉島６丁目１４番１号,2018/06/20,
ア,226469,株式会社アイケーディ,514-0006,三重県津市広明町１１２番地の５,2020/03/01,http://www.kabu-ikd.co.jp
ア,121204,アイケー電機株式会社,664-0845,兵庫県伊丹市東有岡３−２０４,2019/10/15,http://www.ikdenki.co.jp/
ア,127051,アイケーメタル株式会社,337-0004,さいたま市見沼区卸町１−３８,2018/07/13,http://www.ikmetal.co.jp/
ア,102324,ＩＫＫ東北株式会社,023-1101,岩手県奥州市江刺区岩谷堂字松長根２０−１０,2019/02/21,
ア,103939,株式会社愛研,463-0037,名古屋市守山区天子田２−７１０,2018/08/27,
ア,111075,株式会社アイケン,343-0106,埼玉県北葛飾郡松伏町大川戸３２０１,2017/09/30,
ア,225353,株式会社愛建,651-2121,兵庫県神戸市西区水谷１丁目１９番４１号,2019/06/01,
ア,125916,有限会社アイケン商会,276-0028,千葉県八千代市村上１６４３−１７,2017/10/21,
ア,100256,愛建電工株式会社,791-8042,愛媛県松山市南吉田町２７９８−６５,2019/09/02,http://www.aikendenko.jp
ア,103187,株式会社アイコー,335-0033,埼玉県戸田市笹目北町１３−２３,2017/05/16,http://www.aikoh-japan.com
ア,227218,株式会社アイコー,101-0031,東京都千代田区東神田２丁目３番１０号,2017/12/01,
ア,103008,アイコーシステム株式会社,533-0024,大阪市東淀川区柴島２−１８−２０,2020/02/07,http://aikost.co.jp
ア,111363,株式会社愛光,350-0281,埼玉県坂戸市千代田５−４−３２,2018/01/12,http://www.aiko.co.jp
ア,111288,株式会社愛工機器製作所,486-0933,愛知県春日井市愛知町１−２,2017/09/08,http://www.aikokiki.co.jp/
ア,503999,愛工業株式会社,422-8033,静岡県静岡市駿河区登呂６丁目２−５,2018/07/26,
ア,213096,株式会社愛光産業,739-0002,広島県東広島市西条町吉行１０１番地１２,2017/03/05,
ア,213549,愛鋼商会株式会社,243-0028,神奈川県厚木市愛甲西３−９−２２,2018/01/13,
ア,213286,アイコウ電設（その他）,034-0001,青森県十和田市三本木字野崎２４７−２,2017/06/24,
ア,121041,有限会社愛光プラスチック加工所,177-0053,東京都練馬区関町南３−２１−１４,2019/01/18,
ア,104009,アイコム株式会社,541-0047,大阪府大阪市中央区淡路町３−５−１３　創建御堂筋ビル３階,2018/10/05,http://www.icomcorp.jp/
ア,121107,アイコム株式会社,547-0004,大阪市平野区加美鞍作１−６−１９,2019/04/03,http://www.icom.co.jp
ア,128671,株式会社アイコム,236-0052,神奈川県横浜市金沢区富岡西２−４５−３,2020/01/07,http://www.icominc.co.jp
ア,111137,アイコムシステック株式会社,108-0023,東京都港区芝浦４−２−８　住友不動産三田ツインビル東館,2019/02/27,http://www.icomsys.co.jp
ア,503548,アイコム情報機器株式会社,556-0005,大阪府大阪市浪速区日本橋三丁目８番１５号,2019/08/26,http://www.icom-jk.co.jp
ア,503730,アイコムソフト株式会社,804-0053,福岡県北九州市戸畑区牧山１丁目１番３６号,2016/12/02,http://www.icomsoft.co.jp
ア,501392,有限会社　愛互通信,460-0002,愛知県名古屋市中区丸の内三丁目１８番１６号,2018/09/26,
ア,213064,アイサン建設株式会社,474-0011,愛知県大府市横根町大猿尾１５８番地１,2020/02/26,http://www.aisan-k.jp
ア,111148,株式会社Ａｉｚａｋｉ,382-0098,長野県須坂市墨坂南１−１６−２５,2020/02/05,http://www.aizaki.co.jp
ア,121192,株式会社アイザック,937-0816,富山県魚津市大字大海寺野村１１８１,2019/04/03,http://www.izak.co.jp
ア,128329,アイザックビジネスコーポレーション株式会社,651-0084,神戸市中央区磯辺通２−２−１０,2019/10/01,http://www.i-zak.co.jp/
ア,225131,株式会社アイザック・ユー,937-0816,富山県魚津市大海寺野村１１８１,2019/05/01,http://www.izak-u.co.jp
ア,101901,有限会社アイザワ,334-0076,埼玉県川口市本蓮１−８−１３,2018/11/12,
ア,225727,會澤高圧コンクリート株式会社,056-0006,北海道日高郡新ひだか町静内中野町一丁目１３番８号,2019/07/01,http://www.aizawa-group.co.jp
ア,227165,會澤高圧コンクリート株式会社,053-0021,北海道苫小牧市若草町３丁目１番４号独楽ビル,2017/11/01,www.aizawa-group.co.jp
ア,129990,有限会社会沢工業所,313-0215,茨城県常陸太田市西染町１０５０,2019/05/31,
ア,224837,株式会社相澤製作所,984-0014,宮城県仙台市若林区六丁の目元町７番１号,2019/04/01,http://www.aizawa-ss.co.jp
ア,223071,株式会社相澤電気工事,410-0307,静岡県沼津市青野２６４−４,2018/05/01,
ア,101958,ＩＣＲテクノロジー株式会社,319-1221,茨城県日立市大みか町４−３０−１　２Ｆ,2018/11/26,http://www.icr-technology.co.jp/
ア,504116,株式会社アイシーシー・サービスセンター,924-0833,石川県白山市向島町１１００番地,2018/10/15,http://www.isc.co.jp
ア,100077,株式会社アイシーテクノ,144-0033,東京都大田区東糀谷４−６−３４,2019/07/26,http://www.ic-techno.co.jp
ア,121362,株式会社アイ・シイ・エス,243-0308,神奈川県愛甲郡愛川町三増２４７−１５,2020/03/29,http://www.ics-21.com/
ア,227630,有限会社アイシイ産業,985-0001,宮城県塩竈市新浜町３丁目１番５号,2018/03/15,
ア,213605,株式会社ＩＣＴフィールドサポート,105-0004,東京都港区新橋４丁目９番１号　新橋プラザビル１４０３号,2018/02/24,
ア,121340,株式会社アイ・シグナル,960-0802,福島県伊達市霊山町山野川字赤坂５８−１,2017/02/15,
ア,121972,アイシステム株式会社,571-0057,大阪府門真市元町１１−１８,2018/07/24,http://www.ai-system.co.jp/
ア,229034,アイシステム株式会社,980-0012,宮城県仙台市青葉区錦町１丁目４−５−２０４,2019/05/31,
ア,229163,株式会社アイシャル,572-0029,大阪府寝屋川市寿町５０−３０,2019/07/04,
ア,128609,株式会社愛商,470-2102,愛知県知多郡東浦町大字緒川字赤坂１−８８,2019/12/27,http://www.aisho-chita.com/
ア,211377,株式会社愛商,795-0002,愛媛県大洲市松尾１１２９−１,2019/09/30,
ア,222265,株式会社あい商事,511-0806,三重県桑名市東汰上５７２−１,2017/10/01,
ア,111312,アイシン・エィ・ダブリュ株式会社,444-1192,愛知県安城市藤井町高根１０,2017/10/08,http://www.aisin-aw.co.jp/
ア,121065,アイシン開発株式会社,448-8525,愛知県刈谷市相生町３−３,2018/11/17,http://www.aisin-ad.co.jp
ア,102231,アイシン九州株式会社,861-4214,熊本県熊本市南区城南町舞原字西５００−１,2019/01/28,
ア,503463,株式会社アイシンク,105-0004,東京都港区新橋四丁目１９番６号,2019/08/17,http://www.ithink.co.jp/
ア,214272,有限会社アイシン工業,003-0838,北海道札幌市白石区北郷８条７丁目８番４号,2019/07/05,
ア,227701,株式会社アイシン工業,166-0004,東京都杉並区阿佐谷南３丁目１２番４号,2018/03/23,
ア,102817,株式会社アイシン精機,335-0021,埼玉県戸田市新曽２０４７,2019/10/07,
ア,111987,アイシン高丘株式会社,473-8501,愛知県豊田市高丘新町天王１,2018/08/03,http://www.at-takaoka.co.jp
ア,125933,アイシン電子工業株式会社,320-0912,栃木県宇都宮市石井町２５５３−１,2017/10/24,
ア,229576,アイシン電装株式会社,463-0023,愛知県名古屋市守山区今尻町１０８番地,2017/03/17,
ア,213626,株式会社愛信堂,243-0011,神奈川県厚木市厚木町２番３号,2018/03/10,http://www.aishindo.com
